Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2012","2012","kg/ha","0.16","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2013","2013","kg/ha","0.38","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2014","2014","kg/ha","0.65","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2015","2015","kg/ha","1.28","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2016","2016","kg/ha","1.14","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2017","2017","kg/ha","2.11","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2018","2018","kg/ha","1.56","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1974","1974","kg/ha","0.01","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1978","1978","kg/ha","0.01","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1979","1979","kg/ha","0.01","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1980","1980","kg/ha","0.04","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1981","1981","kg/ha","0.01","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2002","2002","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2003","2003","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2004","2004","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2005","2005","kg/ha","0.01","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2006","2006","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2007","2007","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2008","2008","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2009","2009","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2010","2010","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2011","2011","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2012","2012","kg/ha","0.02","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2013","2013","kg/ha","0.01","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2014","2014","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2015","2015","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2016","2016","kg/ha","0.01","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2017","2017","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","2","Afghanistan","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2018","2018","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","1992","1992","kg/ha","31.06","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","1993","1993","kg/ha","30.43","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","1994","1994","kg/ha","14","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","1995","1995","kg/ha","14.17","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","1996","1996","kg/ha","15.81","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","1997","1997","kg/ha","16.06","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","1998","1998","kg/ha","19.51","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","1999","1999","kg/ha","12.62","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2000","2000","kg/ha","14.34","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2001","2001","kg/ha","10.14","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2002","2002","kg/ha","31.98","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2003","2003","kg/ha","21.15","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2004","2004","kg/ha","26.11","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2005","2005","kg/ha","20.3","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2006","2006","kg/ha","114.9","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2007","2007","kg/ha","52.97","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2008","2008","kg/ha","48.24","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2009","2009","kg/ha","78.71","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2010","2010","kg/ha","58.75","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2011","2011","kg/ha","71.52","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2012","2012","kg/ha","113.73","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2013","2013","kg/ha","115.82","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2014","2014","kg/ha","96.35","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2015","2015","kg/ha","125.48","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2016","2016","kg/ha","290.03","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2017","2017","kg/ha","178.75","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2018","2018","kg/ha","178.53","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1992","1992","kg/ha","10.35","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2002","2002","kg/ha","0.02","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2003","2003","kg/ha","0.02","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2004","2004","kg/ha","2.39","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2005","2005","kg/ha","0.07","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2006","2006","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2007","2007","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2008","2008","kg/ha","0.05","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2009","2009","kg/ha","0","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2010","2010","kg/ha","0.07","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2011","2011","kg/ha","0.83","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2012","2012","kg/ha","0.13","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2013","2013","kg/ha","1.11","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2014","2014","kg/ha","5.5","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2015","2015","kg/ha","3.32","Fc","Calculated data"
"EF","Fertilizers indicators","1","Armenia","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2016","2016","kg/ha","0.64","Fc","Calculated data"
