Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2008","2008","kg/ha","3.9","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2009","2009","kg/ha","4.42","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2010","2010","kg/ha","5.07","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2011","2011","kg/ha","4.96","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2012","2012","kg/ha","5.35","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2013","2013","kg/ha","4.76","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2014","2014","kg/ha","4.96","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2015","2015","kg/ha","5.95","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2016","2016","kg/ha","5.45","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2017","2017","kg/ha","5.82","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2018","2018","kg/ha","5.61","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1961","1961","kg/ha","0.78","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1962","1962","kg/ha","0.86","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1963","1963","kg/ha","0.98","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1964","1964","kg/ha","1.22","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1965","1965","kg/ha","1.19","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1966","1966","kg/ha","1.39","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1967","1967","kg/ha","1.31","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1968","1968","kg/ha","1.41","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1969","1969","kg/ha","1.33","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1970","1970","kg/ha","1.47","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1971","1971","kg/ha","1.78","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1972","1972","kg/ha","1.99","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1973","1973","kg/ha","1.93","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1974","1974","kg/ha","2.22","Fc","Calculated data"
